Nazwa,Lokalizacja,Paliwo,Rok,Cena,Przebieg,Pojemnosc,marka,model
Fiat Bravo,Łódź,Benzyna,2009,14500,285052,1368,Fiat,Bravo
Volkswagen Touareg,Zabrze,Diesel,2013,73000,205934,2967,Volkswagen,Touareg
Opel Insignia,Zabrze,Diesel,2020,90000,80699,1496,Opel,Insignia
Fiat 500,Zawiercie,Benzyna,2014,29900,136000,1242,Fiat,500
Volkswagen Jetta 1.4 TSI Highline DSG,Gdańsk,Benzyna,2013,37500,253000,1390,Volkswagen,Jetta
Alfa Romeo Giulietta,Warszawa,Benzyna,2015,57000,133200,1742,Alfa Romeo,0
Kia Rio 1.4 crdi XL,Budzyń,Diesel,2016,35000,47818,1396,Kia,Rio
Hyundai Tucson 1.6 T-GDi 48V Platinum 2WD DCT,Warszawa,Benzyna,2022,207787,3440,1598,Hyundai,Tucson
Volkswagen Touran,Szczecin,Benzyna,2019,114900,70000,1498,Volkswagen,Touran
Audi A4 2.0 TDI,Kłodzko,Diesel,2013,62000,239000,1968,Audi,A4
Volkswagen Golf Sportsvan,Poznań,Benzyna,2017,68000,94727,1395,Volkswagen,Golf
Mercedes-Benz Klasa B 170,Ostaszewo,Benzyna,2008,20900,235221,1699,Mercedes-Benz,0
Hyundai IONIQ electric Premium,Pierwoszyno,Elektryczny,2018,89900,64000,,Hyundai,0
Chevrolet Matiz,Krosno,Benzyna,2008,11000,95300,995,Chevrolet,Matiz
Hyundai IONIQ electric Premium,Pierwoszyno,Elektryczny,2018,89900,64000,1968,Hyundai,0
Audi A4 2.0 TDI Multitronic,Kępno,Diesel,2008,29800,330000,1968,Audi,A4
Volkswagen Tiguan 2.0 TDI DPF 4Motion Track & Style,Lisica,Diesel,2012,56900,227208,1984,Volkswagen,Tiguan
Audi A4 2.0 TFSI Quattro Line S tronic,Osiek,Benzyna,2013,61500,127934,1389,Audi,A4
Opel Astra II 1.4 NJoy,Słupsk,Benzyna,2003,6950,152000,1598,Opel,Astra
Opel Astra,Kłodzko,Diesel,2016,41000,152000,1798,Opel,Astra
Toyota Avensis 1.8 Prestige,Chełmno,Benzyna,2014,54900,170000,2204,Toyota,Avensis
Honda FR-V 2.2 i-CTDi Comfort,Słupsk,Diesel,2007,8900,298639,1969,Honda,FR-V
Volvo XC 60 B5 B AWD Momentum Pro,Sierpc,Benzyna,2019,139999,81000,1398,Volvo,0
Opel Corsa,Częstochowa,Benzyna,2010,18000,199885,1598,Opel,Corsa
Mercedes-Benz Vito,Kraków,Diesel,2017,125000,254246,1968,Mercedes-Benz,0
Volkswagen Arteon 2.0 TDI Bi-Turbo SCR 4Mot R-Line DSG,Częstochowa,Diesel,2019,143000,128000,1968,Volkswagen,Arteon
Audi A6,Warszawa,Diesel,2020,157800,129000,1995,Audi,A6
BMW X1,Płock,Diesel,2013,55000,93408,1997,BMW,X1
Ford Mondeo 2.0 TDCi Titanium,Przysucha,Diesel,2013,31900,259000,1997,Ford,Mondeo
BMW Seria 3 320i Touring xDrive Sport-Aut Sport Line,Ostrów Wielkopolski,Benzyna,2015,63900,97000,1399,BMW,Seria 3
Ford Fiesta 1.4 TDCi,Gdynia,Diesel,2006,5900,261958,1995,Ford,Fiesta
BMW Seria 5 525d M Sport sport,Komorno,Diesel,2017,118900,189000,1910,BMW,Seria 5
Saab 9-3 1.9TTiD PF Vector,Kraków,Diesel,2008,17900,160000,998,Saab,9-3
Toyota Aygo,Golęczewo,Benzyna,2017,45500,62000,4806,Toyota,Aygo
Porsche Panamera S PDK,Kraków,Benzyna,2011,182000,98000,1968,Porsche,Panamera
Audi A4,Piaseczno,Diesel,2019,118001,61289,2993,Audi,A4
BMW Seria 3 330d xDrive Sport Line Shadow sport,Lubartów,Diesel,2016,65900,290000,1229,BMW,Seria 3
Opel Corsa 1.2 16V Cosmo,Ozorków,Benzyna,2007,12800,138510,1995,Opel,Corsa
BMW Seria 5 520d,Połaniec,Diesel,2010,53990,216000,1149,BMW,Seria 5
Renault Clio 1.2 16V 75 Life,Milówka,Benzyna,2014,32000,107000,1796,Renault,Clio
Mercedes-Benz Klasa E 200 CGI Coupe BlueEFFICIENCY Automatik Avantgarde,Poznań,Benzyna,2011,38900,312000,1984,Mercedes-Benz,0
Volkswagen Golf VII 2.0 TSI BMT GTI Performance DSG,Lipno,Benzyna,2018,129900,61000,,Volkswagen,Golf
BMW Seria 3 320d Coupe,Otwock,Diesel,2008,39000,268000,1995,BMW,Seria 3
Chevrolet Orlando,Szczecin,Benzyna,2014,35900,143200,1362,Chevrolet,Orlando
Hyundai i40 Kombi 1.7 CRDi Classic,Radzyń Podlaski,Diesel,2011,30900,162000,1685,Hyundai,i40
BMW Seria 5 525i xDrive Touring,Warszawa,Benzyna,2007,36900,245000,2996,BMW,Seria 5
Toyota C-HR 1.8 Hybrid GPF GR Sport,Katowice,Benzyna,2022,129900,14895,1798,Toyota,C-HR
Fiat Doblo,Siedlce,Diesel,2011,21555,134353,1598,Fiat,Doblo
Volvo XC 90 T6 AWD Inscription 7os,Grodzisk Mazowiecki,Benzyna,2016,129900,112253,1969,Volvo,0
Audi A5 2.0 TFSI Quattro S tronic,Warszawa,Benzyna,2011,69900,129500,1984,Audi,A5
Kia Venga,Gdańsk,Benzyna,2016,53500,23300,1591,Kia,Venga
Audi SQ7 4.0 TDI Quattro Tiptronic,Łódź,Diesel,2017,254900,189000,3956,Audi,SQ7
Volkswagen Golf,Elbląg,Benzyna,2000,5900,226121,1595,Volkswagen,Golf
Citroën 2 CV 6 Club,Sicienko,Benzyna,1990,59000,97000,602,Citroën,0
Honda CR-V 2.0 Executive,Gdańsk,Benzyna,2015,84999,187300,1997,Honda,CR-V
Skoda Superb 2.0 TDI Style DSG,Płock,Diesel,2018,85500,218000,1968,Skoda,Superb
Subaru Legacy,Przemyśl,Benzyna+LPG,2006,19900,317000,1994,Subaru,Legacy
Hyundai Tucson 1.6 T-GDI Tour de Pologne 4WD DCT,Tychy,Benzyna,2015,83000,154650,1591,Hyundai,Tucson
Citroën C5 II 1.8i 16V SX,Kraków,Benzyna,2007,13000,163500,1749,Citroën,C5
Opel Corsa 1.2 16V Enjoy,Brzozów,Benzyna,2012,22999,198000,1229,Opel,Corsa
Peugeot 508 2.0HDi Business Line,Poręba,Diesel,2012,33800,191342,1997,Peugeot,508
MINI Cooper Standard,Wyry,Benzyna,2016,64000,92000,1499,MINI,0
Kia Ceed,Gdynia,Diesel,2008,14900,154691,1582,Kia,Ceed
Honda Accord 2.0 Comfort,Gościcino,Benzyna,2006,23500,225000,1998,Honda,Accord
Renault Kadjar 1.6 dCi Energy Night&Day,Krośniewice,Diesel,2016,85900,41500,1598,Renault,Kadjar
Audi A4 Avant 2.0 TDI,Poręba,Diesel,2008,31900,199643,1968,Audi,A4
Skoda Citigo 1.0 MPI Ambition,Elbląg,Benzyna,2019,41900,14650,999,Skoda,Citigo
Alfa Romeo Giulietta 1.4 TB 16V,Poręba,Benzyna,2013,29900,188463,1368,Alfa Romeo,0
Volkswagen Golf V 1.6 GT Sport,Lubin,Benzyna,2004,9900,255000,1595,Volkswagen,Golf
Ford S-Max 2.0 TDCi DPF Titanium,Stara Wieś,Diesel,2013,46800,234856,1997,Ford,0
Ford Mondeo 1.8 Silver X,Trzemeszno,Benzyna,2005,11999,225052,1798,Ford,Mondeo
Fiat Bravo 1.4 T-Jet 16V Dynamic,Szczekociny,Benzyna,2008,15800,173000,1368,Fiat,Bravo
BMW X4 xDrive30i xLine sport,Łęczna,Benzyna,2018,193000,86000,1998,BMW,X4
Mercedes-Benz GLA 200 AMG Line,Warszawa,Benzyna,2020,169900,18500,1332,Mercedes-Benz,0
Dacia Sandero Stepway TCe 90 (S&S) Prestige,Iława,Benzyna,2018,44800,39442,898,Dacia,Sandero
Citroën C4 Picasso 1.6 THP Exclusive,Słupsk,Benzyna,2014,45500,235800,1598,Citroën,C4
Ford S-Max 2.0 TDCi Bi-Turbo Titanium PowerShift,Mysłowice,Diesel,2016,69899,226000,1997,Ford,0
BMW Seria 5 530d xDrive,Bogatynia,Diesel,2013,78900,254000,2993,BMW,Seria 5
Seat Leon 1.5 EcoTSI Evo FR S&S DSG,Września,Benzyna,2019,84900,40818,1498,Seat,Leon
Seat Leon 1.4 EcoTSI Full LED S&S,Kalisz,Benzyna,2017,68500,101000,1395,Seat,Leon
BMW Seria 3 318i Touring Edition Exclusive,Płock,Benzyna,2009,23950,235000,1995,BMW,Seria 3
Ford EcoSport 1.0 EcoBoost GPF Trend ASS,Sulmierzyce,Benzyna,2017,39499,106000,998,Ford,EcoSport
BMW Seria 5 520i,Rydułtowy,Benzyna,2004,22900,260000,2171,BMW,Seria 5
Mazda CX-5,Olsztyn,Benzyna,2012,60000,183000,1998,Mazda,CX-5
Opel Zafira 1.6 Elegance,Kraków,Benzyna,2006,14900,227000,1598,Opel,Zafira
Citroën C4 Picasso 2.0 BlueHDi Exclusive,Bojano,Diesel,2015,38400,272000,1997,Citroën,C4
Skoda Superb 2.0 TSI Style DSG,Wrocław,Benzyna,2018,104700,101400,1984,Skoda,Superb
Volkswagen Tiguan 2.0 TSI 4Mot R-Line DSG,Przemyśl,Benzyna,2018,140900,28178,1984,Volkswagen,Tiguan
Ford S-Max 2.0 TDCi DPF Titanium,Gostynin,Diesel,2012,39900,208000,1997,Ford,0
Jeep Renegade,Budzyń,Diesel,2015,59900,107000,1598,Jeep,Renegade
BMW Seria 3 316i,Marki,Benzyna+LPG,2002,8499,141563,1796,BMW,Seria 3
Chrysler Town & Country 3.6 Limited,Gdynia,Benzyna+LPG,2014,62730,254000,3605,Chrysler,0
Audi A6 3.0 TDI Quattro Tiptronic,Tomaszów Lubelski,Diesel,2006,37500,325000,2967,Audi,A6
Seat Altea 1.6 Comfort Limited,Drezdenko,Benzyna,2006,15900,153000,1595,Seat,Altea
Fiat Bravo,Legnica,Benzyna,2007,13900,180000,1368,Fiat,Bravo
Renault Megane 1.5 dCi Bose Edition,Płock,Diesel,2012,24950,200000,1461,Renault,Megane
Ford Mondeo,Płock,Diesel,2015,49900,180000,1997,Ford,Mondeo
Toyota C-HR 1.2 T Prestige,Aleksandrów Łódzki,Benzyna,2017,87900,55000,1197,Toyota,C-HR
Volkswagen Arteon 2.0 TDI Bi-Turbo SCR 4Mot R-Line Edition DSG,Krosno,Diesel,2019,154800,97500,1968,Volkswagen,Arteon
Peugeot 208 1.2 PureTech Access,Gdynia,Benzyna,2017,33900,90000,1199,Peugeot,208
Audi A6 2.4,Siedlce,Benzyna+LPG,2004,23900,255103,2393,Audi,A6
Volkswagen Golf 1.6 TDI DPF Team,Krobia,Diesel,2011,13800,198000,1598,Volkswagen,Golf
Opel Insignia,Jarocin,Diesel,2015,41900,220000,1956,Opel,Insignia
BMW Seria 4 420i,Kalisz,Benzyna,2018,100900,126000,1998,BMW,Seria 4
Volvo V60 D3 Drive-E Momentum,Wieliczka,Diesel,2017,69500,66000,1969,Volvo,V60
BMW X1 xDrive20d xLine,Piła,Diesel,2017,102900,99923,1995,BMW,X1
Dacia Sandero Stepway,Elbląg,Benzyna,2013,29999,96000,898,Dacia,Sandero
Volvo V60 CC D3 Drive-E Momentum,Gdynia,Diesel,2017,49900,223800,1969,Volvo,V60
Renault Grand Scenic,Kołobrzeg,Benzyna,2006,9900,184611,1998,Renault,0
Volkswagen Passat 2.0 TDI EVO Business DSG,Kraków,Diesel,2023,189000,10,1968,Volkswagen,Passat
Audi A4 2.0 TDI Quattro Line S tronic,Warszawa,Diesel,2013,75000,126700,1968,Audi,A4
Volkswagen Passat 1.8 TSI,Wielka Wieś,Benzyna,2012,40600,129000,1798,Volkswagen,Passat
Audi A3 35 TFSI S tronic,Stara Kamienica,Benzyna,2020,106500,61700,1498,Audi,A3
Audi A4,Karlino,Diesel,2012,44000,237000,1968,Audi,A4
Volvo V60 Cross Country D4 AWD Summum,Koszalin,Diesel,2015,74900,160000,2400,Volvo,V60
Renault Clio,Elbląg,Benzyna,2016,34999,187000,898,Renault,Clio
Volkswagen Polo 1.4 16V Comfortline,Brzeg Dolny,Benzyna,2010,24700,120000,1390,Volkswagen,Polo
Skoda Octavia 2.0 TDI RS DSG,Pawłowice,Diesel,2019,79900,165000,1968,Skoda,Octavia
Volkswagen Jetta 1.6 United,Szczecin,Benzyna,2006,18900,159400,1595,Volkswagen,Jetta
Audi A3,Międzyborów,Benzyna,1999,2700,265860,1595,Audi,A3
Fiat 500,Goszcz,Benzyna,2009,19800,169900,1242,Fiat,500
Opel Corsa,Warszawa,Benzyna,2008,14000,148640,1229,Opel,Corsa
Opel Corsa 1.0 12V Essentia,Bolesławiec,Benzyna,2009,9300,115600,998,Opel,Corsa
Opel Insignia 2.0 Turbo Sports Tourer Automatik,Warszawa,Benzyna,2010,28900,198016,1998,Opel,Insignia
Mazda CX-5 2.0 Skypassion AWD,Goleniów,Benzyna,2017,99000,96730,1998,Mazda,CX-5
Toyota C-HR,Kalisz,Benzyna,2017,79800,124800,1798,Toyota,C-HR
Audi A6 2.0 TDI Quattro S tronic,Sompolno,Diesel,2017,109000,184000,1968,Audi,A6
Audi A4 3.2 FSI Quattro Tiptronic,Radzanów,Benzyna,2006,25500,235000,3123,Audi,A4
Volvo XC 60 D5 AWD Inscription,Wrocław,Diesel,2018,174000,126200,1969,Volvo,0
Opel Astra IV 1.4 Cosmo,Płock,Benzyna,2010,24950,130000,1398,Opel,Astra
Renault Clio 1.2 Campus Access,Gorzów Wielkopolski,Benzyna,2003,3890,179748,1149,Renault,Clio
Peugeot 208 1.6 THP GTi,Warszawa,Benzyna,2013,38550,131500,1598,Peugeot,208
Audi A4 Avant 3.0 TDI Quattro Tiptr,Warszawa,Diesel,2006,24900,236260,2967,Audi,A4
Opel Meriva 1.4 Essentia,Bolesławiec,Benzyna,2006,9300,144800,1364,Opel,Meriva
Mercedes-Benz GLC 220 d 4-Matic,Bochnia,Diesel,2017,149000,82000,2143,Mercedes-Benz,0
Renault Clio 1.2 16V Life,Kielce,Benzyna,2016,22500,85900,1149,Renault,Clio
Nissan Qashqai 2.0 tekna,Rakszawa,Benzyna,2011,41600,146123,1997,Nissan,Qashqai
Volkswagen Transporter Caravelle Lang DPF Comfortline,Lwówek Śląski,Diesel,2009,29000,325121,2460,Volkswagen,Transporter
Peugeot 3008 2.0 BlueHDi GT S&S EAT8,Będzin,Diesel,2017,99900,146770,1997,Peugeot,3008
Dacia Duster,Mrągowo,Benzyna+LPG,2020,68900,99980,999,Dacia,Duster
Honda Civic 1.5 T Elegance CVT,Zielona Góra,Benzyna,2017,81500,118100,1498,Honda,Civic
Renault Megane 1.3 TCe FAP GT Line EDC,Gdynia,Benzyna,2019,81000,63000,1332,Renault,Megane
Audi A3 2.0 TFSI Sportback S line Sportpaket,Bielawa,Benzyna,2005,23500,165200,1984,Audi,A3
BMW X3 xDrive20d M Sport,Niedzica,Diesel,2017,165500,98340,1995,BMW,X3
Skoda Octavia 1.6 Ambiente,Żuków,Benzyna,2006,8890,198882,1595,Skoda,Octavia
BMW Seria 2 M235i Coupe Sport-Aut,Rosanów,Benzyna,2014,92000,157000,2979,BMW,Seria 2
Opel Grandland X 1.2 Start/Stop Automatik Business Edition,Gorzyce,Benzyna,2017,77900,107000,1199,Opel,0
Peugeot 508 SW e-HDi 115 ETG6 Stop&Start Active,Wałbrzych,Diesel,2015,36700,229000,1560,Peugeot,508
Audi A6 3.0 TFSI Quattro Tiptr,Wrocław,Benzyna,2009,55900,219000,2995,Audi,A6
Seat Ateca,Elbląg,Diesel,2019,93000,121000,1598,Seat,Ateca
Seat Leon,Elbląg,Diesel,2013,38999,246000,1968,Seat,Leon
Ford Flex,Olsztyn,Benzyna+LPG,2013,60000,212000,3496,Ford,0
Dacia Dokker,Szczecin,Diesel,2014,15900,279000,1461,Dacia,Dokker
Volvo V50 2.0D Momentum,Radom,Diesel,2005,11500,283000,1998,Volvo,V50
Citroën Xsara Picasso 1.8 16V SX,Secemin,Benzyna,2005,5500,261996,1749,Citroën,Xsara
Audi A4 Avant 1.9 TDI,Bolesławiec,Diesel,2006,10000,304000,1896,Audi,A4
Volkswagen Passat 2.0 TSI BMT Highline DSG,Warszawa,Benzyna,2015,64900,195000,1984,Volkswagen,Passat
Fiat Panda 1.1 Fresh,Toruń,Benzyna,2008,9400,120630,1108,Fiat,Panda
Audi A4 2.0 TDI Sport S tronic,Ostrów Mazowiecka,Diesel,2016,81900,238000,1968,Audi,A4
Renault Clio,Tarnobrzeg,Benzyna,2010,20900,169000,1149,Renault,Clio
Audi A4 2.0 TDI,Toruń,Diesel,2008,31000,273000,1968,Audi,A4
Ford EDGE,Wołomin,Benzyna,2015,77999,185899,3500,Ford,0
Volvo XC 90 T6 AWD Inscription 7os,Sędziszów Małopolski,Benzyna,2016,135900,84076,1969,Volvo,0
Seat Ateca 2.0 TSI Cupra S&S 4Drive DSG,Grodków,Benzyna,2020,159999,101000,1984,Seat,Ateca
Renault Captur,Elbląg,Benzyna,2013,41999,155000,898,Renault,Captur
Audi Q5 2.0 TFSI Quattro S tronic,Olsztyn,Benzyna,2018,169000,60000,1984,Audi,Q5
Opel Astra IV 1.4 T Enjoy,Kąkolewo,Benzyna,2011,30000,167000,1364,Opel,Astra
Jeep Compass 2.0 MJD Limited 4WD S&S,Wrocław,Diesel,2019,102500,145000,1956,Jeep,Compass
Ford Transit Custom,Leszno,Diesel,2020,109000,187803,1996,Ford,Transit
Citroën C4 Grand Picasso,Konotop,Benzyna+LPG,2007,13000,225516,1749,Citroën,C4
BMW 3GT 318d Luxury Line,Wojkowice,Diesel,2017,79800,175000,1995,BMW,0
Mercedes-Benz Klasa E 220 BlueTEC 4-Matic Avantgarde,Gdynia,Diesel,2016,89900,199000,2143,Mercedes-Benz,0
Ford Focus 2.0 TDCi Titanium,Słupsk,Diesel,2013,32000,203000,1997,Ford,Focus
Skoda Superb 2.0 TSI L&K DSG,Ostrów Wielkopolski,Benzyna,2016,92200,112000,1984,Skoda,Superb
Volvo V40,Zawada,Benzyna,2015,64900,100400,1596,Volvo,V40
Renault Modus,Poznań,Benzyna+LPG,2008,12800,191000,1149,Renault,Modus
Volkswagen Golf Plus 1.2 TSI BlueMot Trendline,Nowa Sól,Benzyna,2010,31900,112770,1197,Volkswagen,Golf
Porsche Cayenne Diesel,Sochaczew,Diesel,2012,89000,239000,2967,Porsche,Cayenne
Suzuki XL7,Wrocław,Benzyna+LPG,2005,32000,280000,2736,Suzuki,0
Hyundai ix35 1.7 CRDi Classic 2WD,Brzozów,Diesel,2013,44900,186808,1685,Hyundai,ix35
Opel Insignia 2.0 CDTI Enjoy S&S,Knurów,Diesel,2019,70000,148000,1956,Opel,Insignia
Chevrolet Cruze 1.8 LT,Łódź,Benzyna+LPG,2013,28900,233507,1796,Chevrolet,Cruze
Opel Insignia,Myślenice,Benzyna,2017,115000,90190,1998,Opel,Insignia
Volkswagen Polo,Sosnowiec,Benzyna,2018,54800,63226,999,Volkswagen,Polo
Mercedes-Benz Klasa A 150 Avantgarde,Kaliska,Benzyna,2004,10800,182500,1498,Mercedes-Benz,0
Citroën C4 Cactus,Zduńska Wola,Diesel,2015,38900,191000,1560,Citroën,C4
Ford Kuga 2.0 TDCi Titanium,Ożarów Mazowiecki,Diesel,2013,57500,184312,1997,Ford,Kuga
Audi A4 1.8 TFSI Prime Edition,Ciechocinek,Benzyna,2012,51900,77000,1798,Audi,A4
Jeep Grand Cherokee Gr 3.0 CRD Limited,Gorzów Wielkopolski,Diesel,2015,105000,233300,2987,Jeep,0
BMW Seria 5,Tarnowskie Góry,Diesel,2019,209899,134900,2993,BMW,Seria 5
Smart Fortwo,Poznań,Benzyna,2003,5890,183000,599,Smart,Fortwo
BMW Seria 3 320i,Szubin,Benzyna,2007,17500,203900,1995,BMW,Seria 3
Volkswagen Multivan,Warszawa,Diesel,2013,93000,258300,1968,Volkswagen,Multivan
Alfa Romeo 156 1.9 JTD16v Impression,Zamość,Diesel,2004,7500,217890,1910,Alfa Romeo,0
BMW Seria 3 320d,Wieliszew,Diesel,2007,16500,254000,1995,BMW,Seria 3
Skoda Octavia Combi 2.0 TDI DPF RS,Kłodawa,Diesel,2012,34150,229805,1968,Skoda,Octavia
Skoda Superb 1.8 TSI Ambition,Warszawa,Benzyna,2017,89000,81000,1798,Skoda,Superb
Kia Optima Plug-in Hybrid,Zielona Góra,Hybryda,2019,92900,189000,1999,Kia,Optima
BMW 5GT 520d Gran Turismo,Warszawa,Diesel,2016,70000,280977,1995,BMW,0
Ford Mondeo 1.8 TDCi Ghia,Morzyczyn,Diesel,2011,24900,235000,1753,Ford,Mondeo
Opel Insignia 2.0 CDTI Executive S&S,Morzyczyn,Diesel,2016,46900,205000,1956,Opel,Insignia
BMW X5 xDrive50i Sport-Aut,Ostrowiec Świętokrzyski,Benzyna,2016,159000,97000,4395,BMW,X5
Nissan Navara DC 4x4 Autm EU6 Tekna,Żnin,Diesel,2017,103000,151000,2298,Nissan,Navara
Hyundai i20,Bełżyce,Benzyna,2014,29800,120042,1248,Hyundai,i20
Citroën C4 1.6 VTi Attraction,Węgierska Górka,Benzyna,2009,14000,187183,1598,Citroën,C4
Renault Megane,Katowice,Diesel,2011,19900,261000,1461,Renault,Megane
Volvo XC 60 D3 Drive-E Summum,Morzyczyn,Diesel,2017,86900,148000,1969,Volvo,0
Mercedes-Benz Klasa C 200 d T 9G-TRONIC AMG Line,Morzyczyn,Diesel,2019,114900,179000,1598,Mercedes-Benz,0
Skoda Superb 2.0 TDI DSG Sportline,Morzyczyn,Diesel,2019,93900,189000,1968,Skoda,Superb
Mercedes-Benz Klasa C 200 d T 7G-TRONIC Exclusive,Morzyczyn,Diesel,2018,85900,197000,2143,Mercedes-Benz,0
Hyundai i40 1.6 GDI BlueDrive Business,Bełżyce,Benzyna,2012,45800,103125,1591,Hyundai,i40
Volkswagen Touareg 2.5 R5 TDI DPF Tiptr,Skoczów,Diesel,2005,20900,269000,2460,Volkswagen,Touareg
Mercedes-Benz Klasa S 350 (BlueTEC) d L 7G-TRONIC,Ostrów Wielkopolski,Diesel,2015,149000,238000,2987,Mercedes-Benz,0
Honda Civic 1.8 LX Coupe,Zielona Góra,Benzyna,2007,26900,191000,1799,Honda,Civic
Kia Venga 1.4 CRDi 90 Attract,Bełżyce,Diesel,2013,28800,188857,1396,Kia,Venga
Mercedes-Benz GLA 250 4-Matic AMG Line,Nysa,Benzyna,2021,178000,20000,1991,Mercedes-Benz,0
Audi Q5,Międzychód,Diesel,2011,49500,330000,1968,Audi,Q5
Volkswagen Passat Variant 2.0 TDI BlueMotion Technology Comfortline,Lwówek Śląski,Diesel,2012,39900,194000,1968,Volkswagen,Passat
Mercedes-Benz Klasa B,Banino,Diesel,2009,26900,201000,1991,Mercedes-Benz,0
Audi A6 40 TDI mHEV Quattro Sport S tronic,Warszawa,Diesel,2022,241719,29976,1968,Audi,A6
BMW Seria 6 640d xDrive Coupe M Sport Edition,Radom,Diesel,2015,159900,174000,2993,BMW,Seria 6
Audi A3 2.0 TFSI Ambition S tronic,Pleszew,Benzyna,2010,31000,123000,1984,Audi,A3
Skoda Superb,Rybnik,Diesel,2019,112800,125708,1968,Skoda,Superb
Citroën C5 2.0 BlueHDi Exclusive S&S EAT6,Dobra,Diesel,2016,49000,196800,1997,Citroën,C5
Volkswagen Passat 2.0 TDI BMT Highline DSG,Sochaczew,Diesel,2016,85000,176237,1968,Volkswagen,Passat
Mercedes-Benz ML 320 CDI 4-Matic,Gniezno,Diesel,2008,43900,228000,2987,Mercedes-Benz,0
Mazda 3 2.0 mHEV Kanjo,Katowice,Benzyna,2019,85000,64880,1998,Mazda,3
Hyundai i20,Pleszew,Benzyna+LPG,2012,21800,157000,1248,Hyundai,i20
Audi A6 2.0 TDI,Pruszków,Diesel,2010,34900,307000,1968,Audi,A6
Volkswagen Passat 2.0 TDI Business DSG,Rybnik,Diesel,2019,115900,109535,1968,Volkswagen,Passat
Peugeot 308,Gdynia,Diesel,2015,36000,228000,1997,Peugeot,308
Renault Clio 0.9 Energy TCe Limited,Gdańsk,Benzyna,2015,39800,70777,898,Renault,Clio
Opel Astra IV 1.4 T Enjoy,Radomsko,Benzyna,2010,20000,219000,1364,Opel,Astra
Volkswagen Tiguan 2.0 TDI BMT SCR 4Mot Highline DSG,Gubin,Diesel,2016,79900,157396,1968,Volkswagen,Tiguan
Citroën DS5,Polkowice,Benzyna,2011,37900,123800,1598,DS,DS5
Ford Focus Coupe-Cabriolet 1.6 16V Trend,Żabno,Benzyna,2008,15400,206000,1596,Ford,Focus
Chevrolet Orlando 1.8 LT+,Pabianice,Benzyna,2011,29999,107880,1796,Chevrolet,Orlando
Volkswagen T-Roc,Wrocław,Benzyna,2021,124900,29200,1498,Volkswagen,T-Roc
BMW X6 xDrive40d M Sport,Chałupy,Diesel,2016,175000,205000,2993,BMW,X6
Volkswagen Passat 1.9 TDI Comfortline,Warszawa,Diesel,2008,24999,120000,1896,Volkswagen,Passat
Mercedes-Benz GLE Coupe 350 d 4-Matic,Opole,Diesel,2018,259000,85000,2987,Mercedes-Benz,0
Audi A3 1.6 TDI Sportback S tronic,Skoki,Diesel,2018,42900,91000,1598,Audi,A3
Hyundai Tucson,Nieżywięć,Benzyna,2018,109999,38000,1591,Hyundai,Tucson
Mercedes-Benz Klasa X 350 d 4-Matic Power,Myszków,Diesel,2018,195000,194990,2987,Mercedes-Benz,0
Volvo XC 60,Góra Kalwaria,Diesel,2020,128800,147000,1969,Volvo,0
Jeep Wrangler 2.8 CRD Unlim Sahara,Poznań,Diesel,2017,158000,65000,2777,Jeep,Wrangler
Mitsubishi Pajero 3.2 DID Instyle DAKAR,Limanowa,Diesel,2002,44900,201000,3200,Mitsubishi,Pajero
Audi S3,Rzeszów,Benzyna,2017,142900,88000,1984,Audi,S3
Mercedes-Benz SL 500,Poznań,Benzyna,1988,105000,113000,4939,Mercedes-Benz,0
MINI Clubman Cooper,Poznań,Benzyna,2009,27900,169000,1598,MINI,0
Audi A4,Krosno Odrzańskie,Diesel,2016,97000,147000,1968,Audi,A4
Toyota Yaris 1.0 Luna,Legnica,Benzyna,2000,5800,200000,998,Toyota,Yaris
Renault Espace 1.6 dCi Energy SL Techno EDC,Czersk,Diesel,2016,51900,238000,1598,Renault,Espace
Audi A4 Avant 2.0 TDI DPF Ambition,Płock,Diesel,2010,35700,190000,1968,Audi,A4
Hyundai Tucson 2.0 Elegance / Premium,Chełmno,Benzyna,2007,26900,125000,1975,Hyundai,Tucson
Volkswagen Golf 1.6 TDI BlueMotion Technology Comfortline,Nowa Sławogóra,Diesel,2013,40900,207000,1598,Volkswagen,Golf
Citroën C5 2.0 HDi Exclusive,Płońsk,Diesel,2010,23700,267244,1997,Citroën,C5
Opel Astra 1.7 CDTI Caravan DPF (119g) Edition 111 Jahre,Strzelce Opolskie,Diesel,2011,19900,242000,1686,Opel,Astra
Volvo XC 40 D3 Inscription,Góra Kalwaria,Diesel,2018,139800,85000,1969,Volvo,0
Ford C-MAX 1.6 TDCi Titanium,Płońsk,Diesel,2014,31800,269271,1560,Ford,C-MAX
Volvo XC 90 B5 D AWD Inscription 7os,Kraków,Diesel,2019,264900,93000,1969,Volvo,0
Jeep Grand Cherokee Gr 3.0 CRD Overland,Kraków,Diesel,2015,115000,172000,2987,Jeep,0
Mercedes-Benz GLE AMG Coupe 43 4-Matic,Szczecin,Benzyna,2016,246000,97700,2996,Mercedes-Benz,0
BMW Seria 4,Kraków,Benzyna,2013,95000,195000,2979,BMW,Seria 4
Mercedes-Benz GLS 450 4-Matic,Warszawa,Benzyna,2017,189900,245000,2999,Mercedes-Benz,0
