marka,model,pojemnosc.skokowa.silnika,rodzaj.paliwa,rodzaj.pierwszego.paliwa.alternatywnego,data.pierwszej.rejestracji,data.pierwszej.rejestracji.w.kraju,data.ostatniej.rejestracji.w.kraju,data.wprowadzenia.danych,rejestracja.wojewodztwo,rejestracja.gmina,rejestracja.powiat,moc.netto.silnika,masa.wlasna,poziom.emisji.co2,srednie.zuzycie.paliwa,rok_produkcji
HONDA,JAZZ,1339,BENZYNA,"",2002-01-10,2016-01-25,2023-06-09,"",DOLNOŚLĄSKIE,JELENIA GÓRA,JELENIA GÓRA,61,1048,,,2002
MAZDA,3,1598,BENZYNA,"",2004-06-18,2016-01-26,2023-06-06,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,77,1260,,,2004
OPEL,ZAFIRA,1598,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2001-11-02,2016-01-27,2023-06-01,"",DOLNOŚLĄSKIE,JELENIA GÓRA,JELENIA GÓRA,74,1265,,,2001
FIAT,STILO,1596,BENZYNA,"",2003-12-30,2016-02-01,2023-06-09,"",DOLNOŚLĄSKIE,OLEŚNICA,OLEŚNICKI,76,1280,,,2003
OPEL,ZAFIRA,1910,OLEJ NAPĘDOWY,"",2006-03-10,2016-02-02,2023-06-05,"",DOLNOŚLĄSKIE,GŁOGÓW,GŁOGOWSKI,74,1613,,,2006
VOLKSWAGEN,KOMBI,1968,OLEJ NAPĘDOWY,"",2016-02-04,2016-02-04,2023-06-07,"",DOLNOŚLĄSKIE,WROCŁAW-KRZYKI,WROCŁAW,110,1855,159,,2015
OPEL,ASTRA+,1598,OLEJ NAPĘDOWY,"",2016-02-11,2016-02-11,2023-06-02,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,100,1289,119,,2016
BMW,346L,1951,OLEJ NAPĘDOWY,"",2002-01-30,2016-02-25,2023-06-02,"",DOLNOŚLĄSKIE,ZGORZELEC,ZGORZELECKI,85,1395,,,2002
CITROEN,BERLINGO,1560,OLEJ NAPĘDOWY,"",2008-02-18,2016-03-07,2023-06-02,"",DOLNOŚLĄSKIE,JELENIA GÓRA,JELENIA GÓRA,55,1315,,,2008
OPEL,ASTRA,1598,BENZYNA,"",2005-03-14,2016-03-10,2023-06-09,"",DOLNOŚLĄSKIE,WOŁÓW,WOŁOWSKI,77,1265,,,2005
CITROEN,C3,1360,BENZYNA,"",2005-09-30,2016-03-14,2023-06-02,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,54,1089,,,2005
VOLKSWAGEN,CADDY,1968,OLEJ NAPĘDOWY,"",2016-03-22,2016-03-22,2023-06-09,"",DOLNOŚLĄSKIE,WOŁÓW,WOŁOWSKI,55,1367,,,2016
FIAT,FREEMONT,1956,OLEJ NAPĘDOWY,"",2014-05-16,2016-03-22,2023-06-09,"",DOLNOŚLĄSKIE,LEGNICA,LEGNICA,125,1940,,,2014
FORD,C-MAX,1560,OLEJ NAPĘDOWY,"",2011-07-13,2016-03-23,2023-06-09,"",DOLNOŚLĄSKIE,MILICZ,MILICKI,85,1390,,,2011
FORD,S-MAX 2.0 TDCI,1997,OLEJ NAPĘDOWY,"",2006-11-27,2016-03-23,2023-06-07,"",DOLNOŚLĄSKIE,DZIERŻONIÓW,DZIERŻONIOWSKI,103,1743,,,2006
SKODA,RAPID,1197,BENZYNA,"",2016-03-24,2016-03-24,2023-06-02,"",DOLNOŚLĄSKIE,LEGNICA,LEGNICA,66,1085,107,,2016
VOLKSWAGEN,TOURAN,1896,OLEJ NAPĘDOWY,"",2006-10-24,2016-03-24,2023-06-01,"",DOLNOŚLĄSKIE,LUBIN,LUBIŃSKI,77,1573,,,2006
VOLKSWAGEN,PASSAT,1968,OLEJ NAPĘDOWY,"",2016-03-24,2016-03-24,2023-06-09,"",DOLNOŚLĄSKIE,ŚWIDNICA,ŚWIDNICKI,140,1474,118,,2016
BMW,318I,1499,BENZYNA,"",2016-03-25,2016-03-25,2023-06-05,"",DOLNOŚLĄSKIE,ZGORZELEC,ZGORZELECKI,100,1425,116,5,2016
PEUGEOT,206,1360,BENZYNA,"",2003-05-27,2016-03-25,2023-06-02,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,55,1074,,,2003
BMW,X6 XDRIVE30D,2993,OLEJ NAPĘDOWY,"",2016-03-25,2016-03-25,2023-06-06,"",DOLNOŚLĄSKIE,JAWOR,JAWORSKI,190,2065,,,2016
SUZUKI,SWIFT,1328,BENZYNA,"",2005-08-23,2016-03-29,2023-06-05,"",DOLNOŚLĄSKIE,JELENIA GÓRA,JELENIA GÓRA,68,1065,,,2005
BMW,X3 XDRIVE20D,1995,OLEJ NAPĘDOWY,"",2016-03-29,2016-03-29,2023-06-05,"",DOLNOŚLĄSKIE,KŁODZKO,KŁODZKI,140,1745,136,,2016
MAZDA,5,1798,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2005-12-07,2016-03-29,2023-06-07,"",DOLNOŚLĄSKIE,LEGNICA,LEGNICA,85,1510,,,2005
AUDI,A5,1798,BENZYNA,"",2015-03-23,2016-03-31,2023-06-07,"",DOLNOŚLĄSKIE,OŁAWA,OŁAWSKI,125,1730,,,2015
